Datum,Zeit,Schritte
2026.02.24 15:06:00,15:06:00,14
2026.02.24 15:07:00,15:07:00,67
2026.02.24 15:08:00,15:08:00,87
2026.02.24 15:09:00,15:09:00,75
2026.02.24 15:10:00,15:10:00,5
2026.02.24 15:16:00,15:16:00,56
2026.02.24 15:17:00,15:17:00,75
2026.02.24 15:18:00,15:18:00,81
2026.02.24 15:19:00,15:19:00,37
2026.02.24 15:26:00,15:26:00,116
2026.02.24 15:27:00,15:27:00,123
2026.02.24 15:28:00,15:28:00,117
2026.02.24 15:29:00,15:29:00,33
2026.02.24 15:30:00,15:30:00,6
2026.02.24 15:46:00,15:46:00,64
2026.02.24 15:47:00,15:47:00,110
2026.02.24 15:48:00,15:48:00,114
2026.02.24 15:49:00,15:49:00,102
2026.02.24 15:50:00,15:50:00,72
2026.02.24 15:51:00,15:51:00,114
2026.02.24 15:52:00,15:52:00,115
2026.02.24 15:53:00,15:53:00,116
2026.02.24 15:54:00,15:54:00,113
2026.02.24 15:55:00,15:55:00,111
2026.02.24 15:56:00,15:56:00,113
2026.02.24 15:57:00,15:57:00,91
2026.02.24 15:58:00,15:58:00,74
2026.02.24 15:59:00,15:59:00,15
2026.02.24 16:11:00,16:11:00,37
2026.02.24 16:12:00,16:12:00,6
2026.02.24 16:16:00,16:16:00,15
2026.02.24 16:18:00,16:18:00,9
2026.02.24 16:19:00,16:19:00,17
2026.02.24 16:20:00,16:20:00,11
2026.02.24 16:22:00,16:22:00,31
2026.02.24 17:37:00,17:37:00,43
2026.02.24 18:15:00,18:15:00,6
2026.02.24 19:00:00,19:00:00,9
2026.02.24 19:01:00,19:01:00,35
2026.02.24 19:02:00,19:02:00,48
2026.02.24 19:03:00,19:03:00,24
2026.02.24 19:04:00,19:04:00,12
2026.02.24 19:10:00,19:10:00,17
2026.02.24 19:12:00,19:12:00,21
2026.02.24 19:15:00,19:15:00,23
2026.02.24 19:16:00,19:16:00,17
2026.02.24 19:17:00,19:17:00,12
2026.02.24 19:18:00,19:18:00,11
2026.02.24 19:20:00,19:20:00,7
2026.02.24 19:21:00,19:21:00,7
2026.02.24 19:22:00,19:22:00,16
2026.02.24 19:23:00,19:23:00,20
2026.02.24 19:24:00,19:24:00,9
2026.02.24 19:25:00,19:25:00,45
2026.02.24 19:26:00,19:26:00,16
2026.02.24 20:22:00,20:22:00,45
2026.02.24 20:23:00,20:23:00,10
2026.02.24 20:28:00,20:28:00,15
2026.02.24 20:36:00,20:36:00,32
2026.02.24 20:37:00,20:37:00,33
2026.02.24 20:38:00,20:38:00,11
2026.02.24 20:39:00,20:39:00,33
2026.02.24 20:40:00,20:40:00,54
