Datum,Zeit,Schritte
2026.02.10 14:53:00,14:53:00,94
2026.02.10 14:54:00,14:54:00,70
2026.02.10 14:55:00,14:55:00,37
2026.02.10 14:59:00,14:59:00,14
2026.02.10 15:01:00,15:01:00,25
2026.02.10 15:02:00,15:02:00,117
2026.02.10 15:03:00,15:03:00,87
2026.02.10 15:04:00,15:04:00,76
2026.02.10 15:05:00,15:05:00,39
2026.02.10 15:06:00,15:06:00,39
2026.02.10 15:14:00,15:14:00,27
2026.02.10 15:41:00,15:41:00,53
2026.02.10 15:42:00,15:42:00,111
2026.02.10 15:43:00,15:43:00,120
2026.02.10 15:44:00,15:44:00,121
2026.02.10 15:45:00,15:45:00,121
2026.02.10 15:46:00,15:46:00,116
2026.02.10 15:47:00,15:47:00,114
2026.02.10 15:48:00,15:48:00,111
2026.02.10 15:49:00,15:49:00,110
2026.02.10 15:50:00,15:50:00,109
2026.02.10 15:51:00,15:51:00,111
2026.02.10 15:52:00,15:52:00,68
2026.02.10 15:53:00,15:53:00,33
2026.02.10 15:54:00,15:54:00,7
2026.02.10 15:55:00,15:55:00,11
2026.02.10 15:56:00,15:56:00,22
2026.02.10 15:57:00,15:57:00,11
2026.02.10 16:04:00,16:04:00,19
2026.02.10 16:15:00,16:15:00,15
2026.02.10 16:16:00,16:16:00,54
2026.02.10 16:18:00,16:18:00,20
2026.02.10 16:36:00,16:36:00,11
2026.02.10 17:53:00,17:53:00,31
2026.02.10 17:55:00,17:55:00,56
2026.02.10 17:56:00,17:56:00,10
2026.02.10 17:57:00,17:57:00,9
2026.02.10 17:58:00,17:58:00,9
2026.02.10 18:25:00,18:25:00,33
2026.02.10 18:26:00,18:26:00,47
2026.02.10 18:27:00,18:27:00,35
2026.02.10 18:32:00,18:32:00,23
2026.02.10 18:54:00,18:54:00,33
2026.02.10 18:55:00,18:55:00,3
2026.02.10 18:58:00,18:58:00,26
2026.02.10 18:59:00,18:59:00,24
2026.02.10 19:00:00,19:00:00,14
2026.02.10 19:01:00,19:01:00,65
2026.02.10 19:02:00,19:02:00,17
2026.02.10 19:03:00,19:03:00,34
2026.02.10 19:04:00,19:04:00,97
2026.02.10 19:05:00,19:05:00,73
2026.02.10 19:06:00,19:06:00,109
2026.02.10 19:07:00,19:07:00,114
2026.02.10 19:08:00,19:08:00,44
2026.02.10 19:09:00,19:09:00,65
2026.02.10 19:10:00,19:10:00,57
2026.02.10 19:11:00,19:11:00,79
2026.02.10 19:12:00,19:12:00,90
2026.02.10 19:13:00,19:13:00,106
2026.02.10 19:14:00,19:14:00,62
2026.02.10 19:15:00,19:15:00,92
2026.02.10 19:16:00,19:16:00,79
2026.02.10 19:17:00,19:17:00,101
2026.02.10 19:18:00,19:18:00,122
2026.02.10 19:19:00,19:19:00,119
2026.02.10 19:20:00,19:20:00,120
2026.02.10 19:21:00,19:21:00,161
2026.02.10 19:22:00,19:22:00,70
2026.02.10 19:23:00,19:23:00,49
2026.02.10 19:24:00,19:24:00,68
2026.02.10 19:25:00,19:25:00,26
2026.02.10 19:32:00,19:32:00,27
2026.02.10 20:18:00,20:18:00,16
2026.02.10 20:19:00,20:19:00,22
2026.02.10 20:20:00,20:20:00,26
2026.02.10 20:21:00,20:21:00,10
2026.02.10 20:28:00,20:28:00,48
2026.02.10 20:29:00,20:29:00,47
2026.02.10 20:31:00,20:31:00,11
2026.02.10 20:32:00,20:32:00,37
2026.02.10 20:34:00,20:34:00,81
2026.02.10 20:35:00,20:35:00,12
2026.02.10 20:37:00,20:37:00,21
2026.02.10 20:38:00,20:38:00,26
2026.02.10 20:39:00,20:39:00,25
2026.02.10 20:40:00,20:40:00,10
2026.02.10 20:41:00,20:41:00,31
2026.02.10 20:43:00,20:43:00,10
2026.02.10 20:44:00,20:44:00,44
2026.02.10 20:45:00,20:45:00,30
2026.02.10 20:47:00,20:47:00,26
2026.02.10 20:48:00,20:48:00,13
2026.02.10 20:49:00,20:49:00,10
2026.02.10 20:51:00,20:51:00,51
2026.02.10 20:52:00,20:52:00,8
2026.02.10 20:59:00,20:59:00,19
2026.02.10 21:00:00,21:00:00,31
2026.02.10 21:03:00,21:03:00,16
2026.02.10 21:04:00,21:04:00,13
2026.02.10 21:05:00,21:05:00,14
2026.02.10 21:06:00,21:06:00,21
2026.02.10 21:36:00,21:36:00,21
2026.02.10 21:37:00,21:37:00,58
2026.02.10 21:38:00,21:38:00,15
2026.02.10 21:49:00,21:49:00,18
2026.02.10 23:00:00,23:00:00,12
2026.02.10 23:03:00,23:03:00,23
2026.02.10 23:04:00,23:04:00,13
2026.02.11 00:33:00,00:33:00,6
2026.02.11 05:45:00,05:45:00,17
2026.02.11 05:47:00,05:47:00,69
2026.02.11 05:48:00,05:48:00,19
2026.02.11 06:01:00,06:01:00,21
2026.02.11 06:02:00,06:02:00,47
2026.02.11 06:03:00,06:03:00,30
2026.02.11 06:04:00,06:04:00,12
2026.02.11 06:06:00,06:06:00,10
2026.02.11 06:07:00,06:07:00,64
2026.02.11 06:08:00,06:08:00,16
2026.02.11 06:09:00,06:09:00,20
2026.02.11 06:10:00,06:10:00,51
2026.02.11 06:11:00,06:11:00,17
2026.02.11 06:12:00,06:12:00,24
2026.02.11 06:13:00,06:13:00,41
2026.02.11 06:14:00,06:14:00,23
2026.02.11 06:40:00,06:40:00,11
2026.02.11 06:44:00,06:44:00,10
2026.02.11 06:45:00,06:45:00,12
2026.02.11 06:46:00,06:46:00,10
2026.02.11 06:47:00,06:47:00,21
2026.02.11 06:52:00,06:52:00,67
2026.02.11 06:53:00,06:53:00,30
2026.02.11 06:55:00,06:55:00,29
2026.02.11 07:16:00,07:16:00,26
2026.02.11 07:17:00,07:17:00,2
2026.02.11 07:28:00,07:28:00,30
2026.02.11 07:30:00,07:30:00,22
2026.02.11 07:31:00,07:31:00,40
2026.02.11 07:32:00,07:32:00,54
2026.02.11 07:33:00,07:33:00,15
2026.02.11 07:45:00,07:45:00,12
2026.02.11 07:49:00,07:49:00,51
2026.02.11 07:50:00,07:50:00,110
2026.02.11 07:51:00,07:51:00,112
2026.02.11 07:52:00,07:52:00,110
2026.02.11 07:53:00,07:53:00,110
2026.02.11 07:54:00,07:54:00,78
2026.02.11 07:55:00,07:55:00,62
2026.02.11 07:56:00,07:56:00,51
2026.02.11 07:57:00,07:57:00,43
2026.02.11 07:58:00,07:58:00,29
2026.02.11 08:00:00,08:00:00,80
2026.02.11 08:01:00,08:01:00,100
2026.02.11 08:02:00,08:02:00,106
2026.02.11 08:03:00,08:03:00,105
2026.02.11 08:04:00,08:04:00,101
2026.02.11 08:05:00,08:05:00,36
2026.02.11 08:07:00,08:07:00,56
2026.02.11 08:08:00,08:08:00,80
2026.02.11 08:09:00,08:09:00,41
2026.02.11 08:11:00,08:11:00,10
2026.02.11 08:21:00,08:21:00,16
2026.02.11 08:41:00,08:41:00,19
2026.02.11 08:42:00,08:42:00,45
2026.02.11 08:45:00,08:45:00,24
2026.02.11 08:46:00,08:46:00,47
2026.02.11 08:47:00,08:47:00,12
2026.02.11 09:08:00,09:08:00,7
2026.02.11 09:38:00,09:38:00,12
2026.02.11 10:15:00,10:15:00,67
2026.02.11 10:16:00,10:16:00,55
2026.02.11 10:17:00,10:17:00,23
2026.02.11 10:39:00,10:39:00,16
2026.02.11 10:40:00,10:40:00,13
2026.02.11 10:43:00,10:43:00,12
2026.02.11 11:19:00,11:19:00,15
2026.02.11 11:20:00,11:20:00,18
2026.02.11 11:21:00,11:21:00,33
2026.02.11 11:22:00,11:22:00,85
2026.02.11 11:23:00,11:23:00,99
2026.02.11 11:24:00,11:24:00,54
2026.02.11 11:25:00,11:25:00,106
2026.02.11 11:26:00,11:26:00,100
2026.02.11 11:27:00,11:27:00,46
2026.02.11 11:28:00,11:28:00,97
2026.02.11 11:29:00,11:29:00,72
2026.02.11 11:34:00,11:34:00,31
2026.02.11 11:35:00,11:35:00,70
2026.02.11 11:36:00,11:36:00,94
2026.02.11 11:37:00,11:37:00,65
2026.02.11 11:38:00,11:38:00,103
2026.02.11 11:39:00,11:39:00,79
2026.02.11 11:40:00,11:40:00,105
2026.02.11 11:41:00,11:41:00,106
2026.02.11 11:42:00,11:42:00,72
2026.02.11 11:43:00,11:43:00,2
2026.02.11 11:44:00,11:44:00,31
2026.02.11 11:45:00,11:45:00,45
2026.02.11 11:46:00,11:46:00,59
2026.02.11 11:47:00,11:47:00,96
2026.02.11 11:48:00,11:48:00,106
2026.02.11 11:49:00,11:49:00,40
2026.02.11 11:51:00,11:51:00,17
2026.02.11 11:52:00,11:52:00,14
2026.02.11 11:53:00,11:53:00,25
2026.02.11 11:54:00,11:54:00,32
2026.02.11 11:55:00,11:55:00,11
2026.02.11 12:00:00,12:00:00,17
2026.02.11 12:01:00,12:01:00,20
2026.02.11 12:05:00,12:05:00,73
2026.02.11 12:06:00,12:06:00,73
2026.02.11 12:07:00,12:07:00,102
2026.02.11 12:08:00,12:08:00,98
2026.02.11 12:09:00,12:09:00,91
2026.02.11 12:10:00,12:10:00,65
2026.02.11 12:11:00,12:11:00,36
2026.02.11 12:18:00,12:18:00,90
2026.02.11 12:19:00,12:19:00,110
2026.02.11 12:20:00,12:20:00,47
2026.02.11 12:21:00,12:21:00,112
2026.02.11 12:22:00,12:22:00,45
2026.02.11 12:28:00,12:28:00,23
2026.02.11 12:45:00,12:45:00,53
2026.02.11 12:46:00,12:46:00,121
2026.02.11 12:47:00,12:47:00,105
2026.02.11 12:48:00,12:48:00,121
2026.02.11 12:49:00,12:49:00,96
2026.02.11 12:50:00,12:50:00,117
2026.02.11 12:51:00,12:51:00,117
2026.02.11 12:52:00,12:52:00,119
2026.02.11 12:53:00,12:53:00,118
2026.02.11 12:54:00,12:54:00,111
2026.02.11 12:55:00,12:55:00,109
2026.02.11 12:56:00,12:56:00,69
2026.02.11 12:57:00,12:57:00,47
2026.02.11 12:58:00,12:58:00,37
2026.02.11 12:59:00,12:59:00,11
2026.02.11 13:01:00,13:01:00,14
2026.02.11 13:18:00,13:18:00,33
2026.02.11 13:19:00,13:19:00,17
2026.02.11 13:20:00,13:20:00,52
2026.02.11 13:21:00,13:21:00,81
2026.02.11 13:22:00,13:22:00,67
2026.02.11 13:23:00,13:23:00,52
2026.02.11 13:25:00,13:25:00,34
2026.02.11 13:26:00,13:26:00,14
2026.02.11 13:44:00,13:44:00,23
2026.02.11 13:45:00,13:45:00,27
2026.02.11 15:22:00,15:22:00,34
2026.02.11 15:23:00,15:23:00,62
2026.02.11 15:28:00,15:28:00,17
2026.02.11 15:29:00,15:29:00,13
2026.02.11 15:32:00,15:32:00,36
2026.02.11 15:33:00,15:33:00,37
2026.02.11 15:34:00,15:34:00,8
2026.02.11 15:35:00,15:35:00,23
2026.02.11 15:36:00,15:36:00,55
2026.02.11 15:37:00,15:37:00,49
2026.02.11 15:38:00,15:38:00,43
2026.02.11 15:39:00,15:39:00,58
2026.02.11 15:40:00,15:40:00,109
2026.02.11 15:41:00,15:41:00,107
2026.02.11 15:42:00,15:42:00,112
2026.02.11 15:43:00,15:43:00,112
2026.02.11 15:44:00,15:44:00,107
2026.02.11 15:45:00,15:45:00,106
2026.02.11 15:46:00,15:46:00,111
2026.02.11 15:47:00,15:47:00,107
2026.02.11 15:48:00,15:48:00,106
2026.02.11 15:49:00,15:49:00,106
2026.02.11 15:50:00,15:50:00,65
2026.02.11 15:51:00,15:51:00,81
2026.02.11 15:52:00,15:52:00,46
2026.02.11 15:53:00,15:53:00,54
2026.02.11 15:57:00,15:57:00,19
2026.02.11 16:03:00,16:03:00,23
2026.02.11 16:04:00,16:04:00,39
2026.02.11 16:05:00,16:05:00,62
2026.02.11 16:06:00,16:06:00,36
2026.02.11 16:08:00,16:08:00,27
2026.02.11 16:09:00,16:09:00,29
2026.02.11 16:10:00,16:10:00,9
2026.02.11 16:11:00,16:11:00,42
2026.02.11 16:12:00,16:12:00,42
2026.02.11 16:13:00,16:13:00,12
2026.02.11 16:14:00,16:14:00,39
2026.02.11 16:15:00,16:15:00,52
2026.02.11 16:16:00,16:16:00,76
2026.02.11 16:17:00,16:17:00,36
2026.02.11 16:18:00,16:18:00,14
2026.02.11 16:19:00,16:19:00,0
2026.02.11 16:20:00,16:20:00,55
2026.02.11 16:21:00,16:21:00,68
2026.02.11 16:22:00,16:22:00,29
2026.02.11 16:23:00,16:23:00,55
2026.02.11 16:24:00,16:24:00,29
2026.02.11 16:25:00,16:25:00,34
2026.02.11 16:26:00,16:26:00,37
2026.02.11 16:27:00,16:27:00,54
2026.02.11 16:28:00,16:28:00,18
2026.02.11 16:29:00,16:29:00,28
2026.02.11 16:30:00,16:30:00,14
2026.02.11 16:31:00,16:31:00,11
2026.02.11 16:32:00,16:32:00,0
2026.02.11 16:33:00,16:33:00,10
2026.02.11 16:34:00,16:34:00,0
2026.02.11 16:35:00,16:35:00,64
2026.02.11 16:36:00,16:36:00,76
2026.02.11 16:37:00,16:37:00,31
2026.02.11 16:38:00,16:38:00,85
2026.02.11 16:39:00,16:39:00,21
2026.02.11 16:40:00,16:40:00,39
2026.02.11 16:41:00,16:41:00,10
2026.02.11 16:42:00,16:42:00,58
2026.02.11 16:43:00,16:43:00,73
2026.02.11 16:44:00,16:44:00,10
2026.02.11 16:45:00,16:45:00,6
2026.02.11 16:46:00,16:46:00,63
2026.02.11 16:47:00,16:47:00,47
2026.02.11 16:48:00,16:48:00,47
2026.02.11 16:49:00,16:49:00,49
2026.02.11 16:50:00,16:50:00,28
2026.02.11 16:51:00,16:51:00,29
2026.02.11 16:52:00,16:52:00,0
2026.02.11 16:53:00,16:53:00,0
2026.02.11 16:54:00,16:54:00,0
2026.02.11 16:55:00,16:55:00,0
2026.02.11 16:56:00,16:56:00,0
2026.02.11 16:57:00,16:57:00,27
2026.02.11 16:58:00,16:58:00,0
2026.02.11 16:59:00,16:59:00,0
2026.02.11 17:00:00,17:00:00,10
2026.02.11 17:01:00,17:01:00,56
2026.02.11 17:02:00,17:02:00,63
2026.02.11 17:03:00,17:03:00,44
2026.02.11 17:04:00,17:04:00,81
2026.02.11 17:05:00,17:05:00,47
2026.02.11 17:06:00,17:06:00,106
2026.02.11 17:07:00,17:07:00,108
2026.02.11 17:08:00,17:08:00,105
2026.02.11 17:09:00,17:09:00,107
2026.02.11 17:10:00,17:10:00,107
2026.02.11 17:11:00,17:11:00,107
2026.02.11 17:12:00,17:12:00,98
2026.02.11 17:13:00,17:13:00,108
2026.02.11 17:14:00,17:14:00,104
2026.02.11 17:15:00,17:15:00,105
2026.02.11 17:16:00,17:16:00,77
2026.02.11 17:17:00,17:17:00,50
2026.02.11 17:18:00,17:18:00,37
2026.02.11 17:19:00,17:19:00,0
2026.02.11 17:20:00,17:20:00,0
2026.02.11 17:21:00,17:21:00,0
2026.02.11 17:22:00,17:22:00,0
2026.02.11 17:23:00,17:23:00,0
2026.02.11 17:24:00,17:24:00,16
2026.02.11 17:25:00,17:25:00,0
2026.02.11 17:26:00,17:26:00,0
2026.02.11 17:27:00,17:27:00,13
2026.02.11 17:28:00,17:28:00,10
2026.02.11 17:29:00,17:29:00,60
2026.02.11 17:30:00,17:30:00,45
2026.02.11 17:31:00,17:31:00,22
2026.02.11 17:32:00,17:32:00,53
2026.02.11 17:33:00,17:33:00,0
2026.02.11 17:34:00,17:34:00,0
2026.02.11 17:35:00,17:35:00,0
2026.02.11 17:36:00,17:36:00,0
2026.02.11 17:37:00,17:37:00,0
2026.02.11 17:38:00,17:38:00,0
2026.02.11 17:39:00,17:39:00,28
2026.02.11 17:40:00,17:40:00,39
2026.02.11 17:41:00,17:41:00,0
2026.02.11 17:42:00,17:42:00,0
2026.02.11 17:43:00,17:43:00,0
2026.02.11 17:44:00,17:44:00,0
2026.02.11 17:45:00,17:45:00,11
2026.02.11 17:46:00,17:46:00,46
2026.02.11 17:47:00,17:47:00,10
2026.02.11 17:48:00,17:48:00,32
2026.02.11 17:49:00,17:49:00,0
2026.02.11 17:50:00,17:50:00,0
2026.02.11 17:51:00,17:51:00,0
2026.02.11 17:52:00,17:52:00,0
2026.02.11 17:53:00,17:53:00,0
2026.02.11 17:54:00,17:54:00,43
2026.02.11 17:55:00,17:55:00,38
2026.02.11 17:56:00,17:56:00,0
2026.02.11 17:57:00,17:57:00,15
2026.02.11 17:58:00,17:58:00,25
2026.02.11 17:59:00,17:59:00,18
2026.02.11 18:00:00,18:00:00,0
2026.02.11 18:01:00,18:01:00,0
2026.02.11 18:02:00,18:02:00,0
2026.02.11 18:03:00,18:03:00,0
2026.02.11 18:04:00,18:04:00,0
2026.02.11 18:05:00,18:05:00,0
2026.02.11 18:06:00,18:06:00,0
2026.02.11 18:07:00,18:07:00,21
2026.02.11 18:08:00,18:08:00,11
2026.02.11 18:09:00,18:09:00,0
2026.02.11 18:10:00,18:10:00,0
2026.02.11 18:11:00,18:11:00,16
2026.02.11 18:53:00,18:53:00,14
2026.02.11 18:54:00,18:54:00,12
2026.02.11 18:55:00,18:55:00,13
2026.02.11 18:56:00,18:56:00,56
2026.02.11 18:57:00,18:57:00,16
2026.02.11 18:58:00,18:58:00,14
2026.02.11 18:59:00,18:59:00,27
2026.02.11 19:00:00,19:00:00,25
2026.02.11 19:01:00,19:01:00,25
2026.02.11 19:03:00,19:03:00,43
2026.02.11 19:04:00,19:04:00,13
2026.02.11 19:07:00,19:07:00,15
2026.02.11 19:08:00,19:08:00,12
2026.02.11 19:24:00,19:24:00,29
2026.02.11 19:25:00,19:25:00,66
2026.02.11 19:26:00,19:26:00,65
2026.02.11 19:27:00,19:27:00,59
2026.02.11 19:32:00,19:32:00,12
2026.02.11 19:54:00,19:54:00,11
2026.02.11 19:56:00,19:56:00,14
2026.02.11 19:58:00,19:58:00,66
2026.02.11 19:59:00,19:59:00,47
2026.02.11 20:01:00,20:01:00,20
2026.02.11 20:02:00,20:02:00,22
2026.02.11 20:03:00,20:03:00,10
2026.02.11 20:06:00,20:06:00,10
2026.02.11 20:10:00,20:10:00,23
2026.02.11 20:11:00,20:11:00,50
2026.02.11 20:12:00,20:12:00,36
2026.02.11 20:13:00,20:13:00,89
2026.02.11 20:14:00,20:14:00,53
2026.02.11 20:15:00,20:15:00,12
2026.02.11 20:25:00,20:25:00,10
2026.02.11 20:30:00,20:30:00,20
2026.02.11 20:31:00,20:31:00,11
2026.02.11 20:32:00,20:32:00,27
2026.02.11 20:33:00,20:33:00,16
2026.02.11 20:35:00,20:35:00,11
