Datum,Zeit,Schritte
2026.02.23 17:53:19,17:53:19,107
2026.02.23 17:57:08,17:57:08,13
2026.02.23 17:57:34,17:57:34,7
2026.02.23 17:59:25,17:59:25,7
2026.02.23 17:59:39,17:59:39,75
2026.02.23 18:22:08,18:22:08,15
2026.02.23 18:22:38,18:22:38,154
2026.02.23 18:27:15,18:27:15,14
2026.02.23 18:30:10,18:30:10,11
2026.02.23 18:31:00,18:31:00,14
2026.02.23 18:34:20,18:34:20,143
2026.02.23 18:40:01,18:40:01,1
2026.02.23 18:40:01,18:40:01,81
2026.02.23 18:42:27,18:42:27,44
2026.02.23 18:48:37,18:48:37,52
2026.02.23 18:55:21,18:55:21,40
2026.02.23 18:59:49,18:59:49,73
2026.02.23 19:09:41,19:09:41,173
2026.02.23 19:13:00,19:13:00,133
2026.02.23 19:14:13,19:14:13,112
2026.02.23 19:15:13,19:15:13,112
2026.02.23 19:16:13,19:16:13,113
2026.02.23 19:17:13,19:17:13,112
2026.02.23 19:18:13,19:18:13,111
2026.02.23 19:19:13,19:19:13,108
2026.02.23 19:20:13,19:20:13,112
2026.02.23 19:21:13,19:21:13,103
2026.02.23 19:22:12,19:22:12,101
2026.02.23 19:23:54,19:23:54,15
2026.02.23 19:24:24,19:24:24,22
2026.02.23 19:26:13,19:26:13,60
2026.02.23 19:27:35,19:27:35,21
2026.02.23 19:38:27,19:38:27,7
2026.02.23 19:38:41,19:38:41,33
2026.02.23 19:47:38,19:47:38,7
2026.02.23 19:47:52,19:47:52,45
2026.02.23 19:48:21,19:48:21,7
2026.02.23 19:57:15,19:57:15,12
2026.02.23 20:01:33,20:01:33,7
2026.02.23 20:01:47,20:01:47,8
2026.02.23 20:07:20,20:07:20,7
2026.02.23 20:07:34,20:07:34,1
2026.02.23 20:07:34,20:07:34,8
2026.02.23 20:09:33,20:09:33,3
2026.02.23 20:18:24,20:18:24,16
2026.02.23 20:25:01,20:25:01,7
2026.02.23 20:25:15,20:25:15,52
2026.02.23 20:29:57,20:29:57,15
2026.02.23 20:30:27,20:30:27,19
2026.02.23 20:42:14,20:42:14,15
2026.02.23 20:46:06,20:46:06,7
2026.02.23 20:46:20,20:46:20,168
2026.02.23 20:50:42,20:50:42,155
2026.02.23 20:52:41,20:52:41,106
2026.02.23 20:53:41,20:53:41,104
2026.02.23 20:54:41,20:54:41,104
2026.02.23 20:55:40,20:55:40,103
2026.02.23 20:56:41,20:56:41,106
2026.02.23 20:57:41,20:57:41,104
2026.02.23 20:58:41,20:58:41,101
2026.02.23 20:59:41,20:59:41,102
2026.02.23 21:00:41,21:00:41,101
2026.02.23 21:01:41,21:01:41,90
2026.02.23 21:02:41,21:02:41,40
2026.02.23 21:03:41,21:03:41,21
2026.02.23 21:04:39,21:04:39,29
2026.02.23 21:05:13,21:05:13,12
2026.02.23 21:06:33,21:06:33,16
2026.02.23 21:06:54,21:06:54,23
2026.02.23 21:20:48,21:20:48,12
2026.02.23 21:21:12,21:21:12,13
2026.02.23 21:34:56,21:34:56,12
2026.02.23 21:35:20,21:35:20,18
2026.02.23 21:42:41,21:42:41,7
2026.02.23 21:42:55,21:42:55,54
2026.02.23 21:54:01,21:54:01,6
2026.02.23 21:54:13,21:54:13,12
2026.02.23 21:54:25,21:54:25,17
2026.02.23 22:18:35,22:18:35,6
2026.02.23 22:23:35,22:23:35,6
2026.02.23 22:23:47,22:23:47,19
2026.02.23 22:25:45,22:25:45,6
2026.02.23 22:58:36,22:58:36,6
2026.02.23 22:58:48,22:58:48,2
