Datum,Zeit,Schritte
2026.02.24 15:16:34,15:16:34,82
2026.02.24 15:17:38,15:17:38,114
2026.02.24 15:18:38,15:18:38,34
2026.02.24 15:25:47,15:25:47,7
2026.02.24 15:26:01,15:26:01,111
2026.02.24 15:27:00,15:27:00,123
2026.02.24 15:28:01,15:28:01,108
2026.02.24 15:29:01,15:29:01,20
2026.02.24 15:29:12,15:29:12,6
2026.02.24 15:46:01,15:46:01,7
2026.02.24 15:46:15,15:46:15,86
2026.02.24 15:47:15,15:47:15,109
2026.02.24 15:48:15,15:48:15,113
2026.02.24 15:49:15,15:49:15,73
2026.02.24 15:49:55,15:49:55,95
2026.02.24 15:51:15,15:51:15,114
2026.02.24 15:52:15,15:52:15,114
2026.02.24 15:53:15,15:53:15,116
2026.02.24 15:54:15,15:54:15,113
2026.02.24 15:55:15,15:55:15,111
2026.02.24 15:56:15,15:56:15,112
2026.02.24 15:57:15,15:57:15,82
2026.02.24 15:58:12,15:58:12,57
2026.02.24 15:59:02,15:59:02,10
2026.02.24 16:11:07,16:11:07,12
2026.02.24 16:11:31,16:11:31,31
2026.02.24 16:15:56,16:15:56,6
2026.02.24 16:16:08,16:16:08,9
2026.02.24 16:18:18,16:18:18,9
2026.02.24 16:18:36,16:18:36,10
2026.02.24 16:19:10,16:19:10,49
2026.02.24 17:36:36,17:36:36,15
2026.02.24 17:37:06,17:37:06,28
2026.02.24 18:15:30,18:15:30,6
2026.02.24 19:00:43,19:00:43,6
2026.02.24 19:00:55,19:00:55,86
2026.02.24 19:02:57,19:02:57,74
2026.02.24 19:15:34,19:15:34,7
2026.02.24 19:15:48,19:15:48,78
2026.02.24 19:22:08,19:22:08,82
2026.02.24 19:25:43,19:25:43,16
2026.02.24 20:21:56,20:21:56,8
2026.02.24 20:22:12,20:22:12,62
2026.02.24 20:35:36,20:35:36,12
2026.02.24 20:36:00,20:36:00,53
2026.02.24 20:37:58,20:37:58,11
2026.02.24 20:38:18,20:38:18,50
2026.02.24 20:40:09,20:40:09,37
