Datum,Zeit,Schritte
2026.02.16 13:33:00,13:33:00,27
2026.02.16 13:34:00,13:34:00,0
2026.02.16 13:35:00,13:35:00,0
2026.02.16 13:36:00,13:36:00,0
2026.02.16 13:37:00,13:37:00,72
2026.02.16 13:38:00,13:38:00,50
2026.02.16 13:39:00,13:39:00,57
2026.02.16 13:40:00,13:40:00,17
2026.02.16 13:41:00,13:41:00,33
2026.02.16 13:42:00,13:42:00,27
2026.02.16 13:43:00,13:43:00,33
2026.02.16 13:44:00,13:44:00,0
2026.02.16 13:45:00,13:45:00,0
2026.02.16 13:46:00,13:46:00,0
2026.02.16 13:47:00,13:47:00,0
2026.02.16 13:48:00,13:48:00,0
2026.02.16 13:49:00,13:49:00,0
2026.02.16 13:50:00,13:50:00,0
2026.02.16 13:51:00,13:51:00,0
2026.02.16 13:52:00,13:52:00,0
2026.02.16 13:53:00,13:53:00,0
2026.02.16 13:54:00,13:54:00,12
2026.02.16 13:55:00,13:55:00,0
2026.02.16 13:56:00,13:56:00,0
2026.02.16 13:57:00,13:57:00,0
2026.02.16 13:58:00,13:58:00,0
2026.02.16 13:59:00,13:59:00,0
2026.02.16 14:00:00,14:00:00,0
2026.02.16 14:01:00,14:01:00,0
2026.02.16 14:02:00,14:02:00,0
2026.02.16 14:03:00,14:03:00,0
2026.02.16 14:04:00,14:04:00,0
2026.02.16 14:05:00,14:05:00,0
2026.02.16 14:06:00,14:06:00,9
2026.02.16 14:07:00,14:07:00,8
2026.02.16 14:08:00,14:08:00,0
2026.02.16 14:09:00,14:09:00,0
2026.02.16 14:10:00,14:10:00,0
2026.02.16 14:11:00,14:11:00,0
2026.02.16 14:12:00,14:12:00,0
2026.02.16 14:13:00,14:13:00,0
2026.02.16 14:14:00,14:14:00,0
2026.02.16 14:15:00,14:15:00,0
2026.02.16 14:16:00,14:16:00,29
2026.02.16 14:17:00,14:17:00,71
2026.02.16 14:18:00,14:18:00,21
2026.02.16 14:19:00,14:19:00,49
2026.02.16 14:20:00,14:20:00,62
2026.02.16 14:21:00,14:21:00,0
2026.02.16 14:22:00,14:22:00,0
2026.02.16 14:23:00,14:23:00,14
2026.02.16 14:24:00,14:24:00,10
2026.02.16 14:25:00,14:25:00,0
2026.02.16 14:26:00,14:26:00,0
2026.02.16 14:27:00,14:27:00,0
2026.02.16 14:28:00,14:28:00,0
2026.02.16 14:29:00,14:29:00,12
2026.02.16 14:30:00,14:30:00,26
2026.02.16 14:31:00,14:31:00,0
2026.02.16 14:32:00,14:32:00,0
2026.02.16 14:33:00,14:33:00,0
2026.02.16 14:34:00,14:34:00,0
2026.02.16 14:35:00,14:35:00,62
2026.02.16 14:36:00,14:36:00,54
2026.02.16 14:37:00,14:37:00,26
2026.02.16 14:38:00,14:38:00,89
2026.02.16 14:39:00,14:39:00,61
2026.02.16 14:40:00,14:40:00,112
2026.02.16 14:41:00,14:41:00,112
2026.02.16 14:42:00,14:42:00,114
2026.02.16 14:43:00,14:43:00,116
2026.02.16 14:44:00,14:44:00,118
2026.02.16 14:45:00,14:45:00,110
2026.02.16 14:46:00,14:46:00,49
2026.02.16 14:47:00,14:47:00,78
2026.02.16 14:48:00,14:48:00,43
2026.02.16 14:52:00,14:52:00,28
2026.02.16 14:53:00,14:53:00,108
2026.02.16 14:54:00,14:54:00,116
2026.02.16 14:55:00,14:55:00,112
2026.02.16 14:56:00,14:56:00,89
2026.02.16 14:57:00,14:57:00,63
2026.02.16 14:58:00,14:58:00,25
2026.02.16 14:59:00,14:59:00,18
2026.02.16 15:00:00,15:00:00,12
2026.02.16 15:01:00,15:01:00,18
2026.02.16 15:02:00,15:02:00,56
2026.02.16 15:03:00,15:03:00,34
2026.02.16 15:04:00,15:04:00,59
2026.02.16 15:05:00,15:05:00,59
2026.02.16 15:06:00,15:06:00,10
2026.02.16 15:10:00,15:10:00,14
2026.02.16 15:16:00,15:16:00,18
2026.02.16 15:54:00,15:54:00,18
2026.02.16 15:55:00,15:55:00,17
2026.02.16 15:59:00,15:59:00,28
2026.02.16 16:00:00,16:00:00,27
2026.02.16 16:01:00,16:01:00,21
2026.02.16 16:16:00,16:16:00,10
2026.02.16 17:07:00,17:07:00,10
2026.02.16 18:04:00,18:04:00,65
2026.02.16 18:05:00,18:05:00,30
2026.02.16 18:07:00,18:07:00,20
2026.02.16 18:08:00,18:08:00,22
2026.02.16 18:09:00,18:09:00,20
2026.02.16 18:10:00,18:10:00,41
2026.02.16 18:11:00,18:11:00,32
2026.02.16 18:12:00,18:12:00,62
2026.02.16 18:13:00,18:13:00,107
2026.02.16 18:14:00,18:14:00,93
2026.02.16 18:15:00,18:15:00,81
2026.02.16 18:16:00,18:16:00,44
2026.02.16 18:17:00,18:17:00,103
2026.02.16 18:18:00,18:18:00,96
2026.02.16 18:19:00,18:19:00,90
2026.02.16 18:20:00,18:20:00,75
2026.02.16 18:21:00,18:21:00,72
2026.02.16 18:22:00,18:22:00,85
2026.02.16 18:23:00,18:23:00,65
2026.02.16 18:24:00,18:24:00,85
2026.02.16 18:25:00,18:25:00,37
2026.02.16 18:26:00,18:26:00,97
2026.02.16 18:27:00,18:27:00,76
2026.02.16 18:28:00,18:28:00,93
2026.02.16 18:29:00,18:29:00,100
2026.02.16 18:30:00,18:30:00,74
2026.02.16 18:31:00,18:31:00,78
2026.02.16 18:32:00,18:32:00,77
2026.02.16 18:33:00,18:33:00,89
2026.02.16 18:34:00,18:34:00,44
2026.02.16 18:35:00,18:35:00,109
2026.02.16 18:36:00,18:36:00,95
2026.02.16 18:37:00,18:37:00,93
2026.02.16 18:38:00,18:38:00,63
2026.02.16 18:39:00,18:39:00,87
2026.02.16 18:40:00,18:40:00,51
2026.02.16 18:41:00,18:41:00,74
2026.02.16 18:42:00,18:42:00,10
2026.02.16 18:43:00,18:43:00,75
2026.02.16 18:44:00,18:44:00,45
2026.02.16 18:45:00,18:45:00,70
2026.02.16 18:46:00,18:46:00,22
2026.02.16 18:47:00,18:47:00,56
2026.02.16 18:48:00,18:48:00,67
2026.02.16 18:49:00,18:49:00,103
2026.02.16 18:50:00,18:50:00,65
2026.02.16 18:51:00,18:51:00,73
2026.02.16 18:52:00,18:52:00,102
2026.02.16 18:53:00,18:53:00,82
2026.02.16 18:54:00,18:54:00,22
2026.02.16 19:03:00,19:03:00,17
2026.02.16 19:20:00,19:20:00,16
2026.02.16 19:21:00,19:21:00,64
2026.02.16 19:22:00,19:22:00,34
2026.02.16 19:23:00,19:23:00,43
2026.02.16 19:24:00,19:24:00,1
2026.02.16 19:25:00,19:25:00,41
2026.02.16 19:26:00,19:26:00,74
2026.02.16 19:27:00,19:27:00,10
2026.02.16 19:34:00,19:34:00,18
2026.02.16 19:35:00,19:35:00,88
2026.02.16 19:36:00,19:36:00,34
2026.02.16 19:48:00,19:48:00,23
2026.02.16 19:49:00,19:49:00,34
2026.02.16 19:50:00,19:50:00,24
2026.02.16 19:51:00,19:51:00,53
2026.02.16 19:52:00,19:52:00,47
2026.02.16 19:53:00,19:53:00,13
2026.02.16 21:11:00,21:11:00,23
2026.02.16 21:12:00,21:12:00,32
2026.02.16 21:13:00,21:13:00,33
2026.02.16 21:14:00,21:14:00,29
2026.02.16 21:16:00,21:16:00,40
2026.02.16 21:19:00,21:19:00,10
2026.02.16 21:20:00,21:20:00,23
2026.02.16 22:17:00,22:17:00,29
2026.02.16 22:21:00,22:21:00,8
2026.02.16 22:52:00,22:52:00,7
2026.02.16 22:53:00,22:53:00,30
2026.02.16 23:41:00,23:41:00,7
2026.02.16 23:44:00,23:44:00,10
2026.02.16 23:46:00,23:46:00,22
2026.02.16 23:47:00,23:47:00,30
2026.02.16 23:57:00,23:57:00,6
2026.02.17 05:46:00,05:46:00,6
2026.02.17 05:47:00,05:47:00,9
2026.02.17 06:07:00,06:07:00,16
2026.02.17 06:08:00,06:08:00,33
2026.02.17 06:09:00,06:09:00,10
2026.02.17 06:10:00,06:10:00,25
2026.02.17 06:11:00,06:11:00,13
2026.02.17 06:12:00,06:12:00,22
2026.02.17 06:13:00,06:13:00,30
2026.02.17 06:15:00,06:15:00,29
2026.02.17 06:17:00,06:17:00,39
2026.02.17 06:18:00,06:18:00,29
2026.02.17 06:21:00,06:21:00,37
2026.02.17 06:22:00,06:22:00,22
2026.02.17 06:39:00,06:39:00,10
2026.02.17 06:51:00,06:51:00,24
2026.02.17 06:52:00,06:52:00,12
2026.02.17 06:54:00,06:54:00,10
2026.02.17 07:00:00,07:00:00,52
2026.02.17 07:01:00,07:01:00,56
2026.02.17 07:02:00,07:02:00,28
2026.02.17 07:03:00,07:03:00,11
2026.02.17 08:00:00,08:00:00,22
2026.02.17 08:05:00,08:05:00,25
2026.02.17 08:06:00,08:06:00,15
2026.02.17 08:07:00,08:07:00,67
2026.02.17 08:08:00,08:08:00,103
2026.02.17 08:09:00,08:09:00,120
2026.02.17 08:10:00,08:10:00,32
2026.02.17 08:11:00,08:11:00,15
2026.02.17 08:12:00,08:12:00,12
2026.02.17 08:15:00,08:15:00,82
2026.02.17 08:16:00,08:16:00,62
2026.02.17 08:17:00,08:17:00,70
2026.02.17 08:18:00,08:18:00,72
2026.02.17 08:21:00,08:21:00,32
2026.02.17 08:27:00,08:27:00,14
2026.02.17 08:28:00,08:28:00,57
2026.02.17 08:29:00,08:29:00,111
2026.02.17 08:30:00,08:30:00,96
2026.02.17 08:31:00,08:31:00,110
2026.02.17 08:32:00,08:32:00,90
2026.02.17 08:33:00,08:33:00,74
2026.02.17 08:34:00,08:34:00,90
2026.02.17 08:35:00,08:35:00,71
2026.02.17 08:36:00,08:36:00,61
2026.02.17 08:37:00,08:37:00,79
2026.02.17 08:38:00,08:38:00,23
2026.02.17 08:39:00,08:39:00,46
2026.02.17 08:40:00,08:40:00,74
2026.02.17 08:41:00,08:41:00,87
2026.02.17 08:42:00,08:42:00,37
2026.02.17 08:43:00,08:43:00,29
2026.02.17 08:44:00,08:44:00,80
2026.02.17 08:45:00,08:45:00,27
2026.02.17 08:46:00,08:46:00,11
2026.02.17 08:56:00,08:56:00,10
2026.02.17 08:57:00,08:57:00,32
2026.02.17 08:58:00,08:58:00,48
2026.02.17 09:05:00,09:05:00,27
2026.02.17 09:06:00,09:06:00,29
2026.02.17 09:07:00,09:07:00,81
2026.02.17 09:08:00,09:08:00,65
2026.02.17 09:09:00,09:09:00,23
2026.02.17 09:11:00,09:11:00,14
2026.02.17 09:12:00,09:12:00,10
2026.02.17 09:14:00,09:14:00,33
2026.02.17 09:15:00,09:15:00,63
2026.02.17 09:16:00,09:16:00,96
2026.02.17 09:17:00,09:17:00,42
2026.02.17 09:19:00,09:19:00,45
2026.02.17 09:20:00,09:20:00,35
2026.02.17 09:23:00,09:23:00,18
2026.02.17 09:26:00,09:26:00,36
2026.02.17 09:28:00,09:28:00,84
2026.02.17 09:29:00,09:29:00,84
2026.02.17 09:31:00,09:31:00,37
2026.02.17 09:32:00,09:32:00,23
2026.02.17 09:33:00,09:33:00,7
2026.02.17 09:41:00,09:41:00,20
2026.02.17 09:42:00,09:42:00,16
2026.02.17 09:43:00,09:43:00,40
2026.02.17 09:44:00,09:44:00,34
2026.02.17 09:45:00,09:45:00,103
2026.02.17 09:46:00,09:46:00,60
2026.02.17 09:47:00,09:47:00,86
2026.02.17 09:48:00,09:48:00,36
2026.02.17 09:49:00,09:49:00,67
2026.02.17 09:50:00,09:50:00,55
2026.02.17 09:51:00,09:51:00,83
2026.02.17 09:52:00,09:52:00,54
2026.02.17 09:53:00,09:53:00,19
2026.02.17 09:54:00,09:54:00,74
2026.02.17 09:55:00,09:55:00,24
2026.02.17 09:57:00,09:57:00,11
2026.02.17 09:58:00,09:58:00,62
2026.02.17 09:59:00,09:59:00,17
2026.02.17 10:00:00,10:00:00,14
2026.02.17 10:01:00,10:01:00,8
2026.02.17 10:02:00,10:02:00,11
2026.02.17 10:03:00,10:03:00,32
2026.02.17 10:04:00,10:04:00,38
2026.02.17 10:12:00,10:12:00,15
2026.02.17 10:13:00,10:13:00,1
2026.02.17 11:16:00,11:16:00,26
2026.02.17 11:17:00,11:17:00,21
2026.02.17 11:18:00,11:18:00,16
2026.02.17 11:19:00,11:19:00,31
2026.02.17 11:20:00,11:20:00,64
2026.02.17 11:21:00,11:21:00,74
2026.02.17 11:22:00,11:22:00,28
2026.02.17 11:23:00,11:23:00,83
2026.02.17 11:24:00,11:24:00,77
2026.02.17 11:25:00,11:25:00,61
2026.02.17 11:26:00,11:26:00,112
2026.02.17 11:27:00,11:27:00,97
2026.02.17 11:28:00,11:28:00,107
2026.02.17 11:29:00,11:29:00,80
2026.02.17 11:30:00,11:30:00,75
2026.02.17 11:31:00,11:31:00,64
2026.02.17 11:32:00,11:32:00,63
2026.02.17 11:33:00,11:33:00,71
2026.02.17 11:34:00,11:34:00,63
2026.02.17 11:35:00,11:35:00,42
2026.02.17 11:36:00,11:36:00,49
2026.02.17 11:37:00,11:37:00,39
2026.02.17 11:40:00,11:40:00,47
2026.02.17 11:41:00,11:41:00,98
2026.02.17 11:42:00,11:42:00,47
2026.02.17 11:45:00,11:45:00,96
2026.02.17 11:46:00,11:46:00,67
2026.02.17 11:47:00,11:47:00,60
2026.02.17 11:48:00,11:48:00,75
2026.02.17 11:49:00,11:49:00,17
2026.02.17 11:50:00,11:50:00,23
2026.02.17 11:51:00,11:51:00,41
2026.02.17 12:11:00,12:11:00,38
2026.02.17 12:12:00,12:12:00,15
2026.02.17 12:18:00,12:18:00,35
2026.02.17 12:19:00,12:19:00,44
2026.02.17 12:20:00,12:20:00,29
2026.02.17 12:21:00,12:21:00,10
2026.02.17 12:22:00,12:22:00,29
2026.02.17 12:23:00,12:23:00,59
2026.02.17 12:24:00,12:24:00,105
2026.02.17 12:25:00,12:25:00,97
2026.02.17 12:26:00,12:26:00,84
2026.02.17 12:27:00,12:27:00,71
2026.02.17 12:29:00,12:29:00,11
2026.02.17 12:30:00,12:30:00,14
2026.02.17 12:33:00,12:33:00,13
2026.02.17 12:36:00,12:36:00,23
2026.02.17 12:39:00,12:39:00,63
2026.02.17 12:42:00,12:42:00,24
2026.02.17 12:44:00,12:44:00,73
2026.02.17 12:45:00,12:45:00,41
2026.02.17 12:46:00,12:46:00,9
2026.02.17 12:47:00,12:47:00,11
2026.02.17 12:49:00,12:49:00,60
2026.02.17 12:50:00,12:50:00,62
2026.02.17 12:51:00,12:51:00,82
2026.02.17 12:52:00,12:52:00,67
2026.02.17 12:53:00,12:53:00,60
2026.02.17 12:54:00,12:54:00,41
2026.02.17 12:55:00,12:55:00,42
2026.02.17 12:56:00,12:56:00,51
2026.02.17 12:57:00,12:57:00,47
2026.02.17 12:58:00,12:58:00,38
2026.02.17 12:59:00,12:59:00,19
2026.02.17 13:00:00,13:00:00,34
2026.02.17 13:06:00,13:06:00,36
2026.02.17 13:27:00,13:27:00,20
2026.02.17 13:28:00,13:28:00,5
2026.02.17 13:37:00,13:37:00,21
2026.02.17 13:42:00,13:42:00,10
2026.02.17 13:43:00,13:43:00,31
2026.02.17 13:45:00,13:45:00,62
2026.02.17 13:46:00,13:46:00,67
2026.02.17 13:47:00,13:47:00,87
2026.02.17 13:48:00,13:48:00,69
2026.02.17 13:49:00,13:49:00,13
2026.02.17 13:50:00,13:50:00,78
2026.02.17 13:51:00,13:51:00,97
2026.02.17 13:52:00,13:52:00,30
2026.02.17 13:53:00,13:53:00,98
2026.02.17 13:54:00,13:54:00,97
2026.02.17 13:55:00,13:55:00,58
2026.02.17 13:56:00,13:56:00,62
2026.02.17 13:57:00,13:57:00,21
2026.02.17 14:00:00,14:00:00,8
2026.02.17 14:01:00,14:01:00,10
2026.02.17 14:03:00,14:03:00,12
2026.02.17 14:04:00,14:04:00,81
2026.02.17 14:05:00,14:05:00,92
2026.02.17 14:06:00,14:06:00,34
2026.02.17 14:07:00,14:07:00,87
2026.02.17 14:08:00,14:08:00,46
2026.02.17 14:09:00,14:09:00,64
2026.02.17 14:10:00,14:10:00,11
2026.02.17 14:11:00,14:11:00,10
2026.02.17 14:13:00,14:13:00,11
2026.02.17 14:14:00,14:14:00,39
2026.02.17 14:16:00,14:16:00,44
2026.02.17 14:17:00,14:17:00,5
2026.02.17 14:33:00,14:33:00,11
2026.02.17 14:41:00,14:41:00,11
2026.02.17 14:42:00,14:42:00,11
2026.02.17 14:43:00,14:43:00,85
2026.02.17 14:44:00,14:44:00,97
2026.02.17 14:45:00,14:45:00,93
2026.02.17 14:46:00,14:46:00,41
2026.02.17 14:47:00,14:47:00,23
2026.02.17 14:49:00,14:49:00,57
2026.02.17 14:50:00,14:50:00,60
2026.02.17 14:51:00,14:51:00,77
2026.02.17 14:52:00,14:52:00,57
2026.02.17 14:53:00,14:53:00,80
2026.02.17 14:54:00,14:54:00,100
2026.02.17 14:55:00,14:55:00,49
2026.02.17 14:56:00,14:56:00,6
2026.02.17 14:57:00,14:57:00,19
2026.02.17 15:02:00,15:02:00,32
2026.02.17 15:03:00,15:03:00,77
2026.02.17 15:04:00,15:04:00,101
2026.02.17 15:05:00,15:05:00,48
2026.02.17 15:06:00,15:06:00,98
2026.02.17 15:07:00,15:07:00,72
2026.02.17 15:15:00,15:15:00,10
2026.02.17 15:16:00,15:16:00,6
2026.02.17 15:30:00,15:30:00,11
2026.02.17 15:42:00,15:42:00,101
2026.02.17 15:43:00,15:43:00,107
2026.02.17 15:44:00,15:44:00,108
2026.02.17 15:45:00,15:45:00,55
2026.02.17 15:46:00,15:46:00,90
2026.02.17 15:47:00,15:47:00,106
2026.02.17 15:48:00,15:48:00,107
2026.02.17 15:49:00,15:49:00,106
2026.02.17 15:50:00,15:50:00,106
2026.02.17 15:51:00,15:51:00,105
2026.02.17 15:52:00,15:52:00,104
2026.02.17 15:53:00,15:53:00,102
2026.02.17 15:54:00,15:54:00,87
2026.02.17 15:55:00,15:55:00,56
2026.02.17 15:56:00,15:56:00,40
2026.02.17 15:58:00,15:58:00,72
2026.02.17 15:59:00,15:59:00,22
2026.02.17 16:00:00,16:00:00,35
2026.02.17 16:01:00,16:01:00,21
2026.02.17 16:02:00,16:02:00,11
2026.02.17 16:03:00,16:03:00,38
2026.02.17 16:04:00,16:04:00,45
2026.02.17 16:05:00,16:05:00,15
2026.02.17 16:06:00,16:06:00,10
2026.02.17 16:07:00,16:07:00,83
2026.02.17 16:08:00,16:08:00,87
2026.02.17 16:09:00,16:09:00,51
2026.02.17 16:10:00,16:10:00,54
2026.02.17 16:11:00,16:11:00,30
2026.02.17 16:12:00,16:12:00,26
2026.02.17 16:13:00,16:13:00,48
2026.02.17 16:14:00,16:14:00,39
2026.02.17 16:15:00,16:15:00,27
2026.02.17 16:16:00,16:16:00,65
2026.02.17 16:17:00,16:17:00,45
2026.02.17 16:18:00,16:18:00,78
2026.02.17 16:19:00,16:19:00,47
2026.02.17 16:20:00,16:20:00,36
2026.02.17 16:21:00,16:21:00,24
2026.02.17 16:22:00,16:22:00,27
2026.02.17 16:23:00,16:23:00,19
2026.02.17 16:24:00,16:24:00,19
2026.02.17 16:25:00,16:25:00,17
2026.02.17 16:26:00,16:26:00,24
2026.02.17 16:27:00,16:27:00,20
2026.02.17 16:28:00,16:28:00,38
2026.02.17 16:29:00,16:29:00,25
2026.02.17 16:30:00,16:30:00,27
2026.02.17 16:31:00,16:31:00,26
2026.02.17 16:32:00,16:32:00,7
2026.02.17 16:33:00,16:33:00,49
2026.02.17 16:34:00,16:34:00,11
2026.02.17 16:54:00,16:54:00,20
2026.02.17 16:55:00,16:55:00,8
2026.02.17 16:57:00,16:57:00,25
2026.02.17 16:58:00,16:58:00,23
2026.02.17 16:59:00,16:59:00,6
2026.02.17 17:00:00,17:00:00,8
2026.02.17 17:06:00,17:06:00,7
2026.02.17 17:31:00,17:31:00,14
2026.02.17 17:36:00,17:36:00,9
2026.02.17 17:37:00,17:37:00,18
2026.02.17 17:40:00,17:40:00,40
2026.02.17 17:57:00,17:57:00,17
2026.02.17 17:58:00,17:58:00,23
2026.02.17 17:59:00,17:59:00,46
2026.02.17 19:08:00,19:08:00,50
2026.02.17 19:09:00,19:09:00,50
2026.02.17 19:12:00,19:12:00,11
2026.02.17 19:13:00,19:13:00,30
2026.02.17 19:15:00,19:15:00,35
2026.02.17 19:16:00,19:16:00,69
2026.02.17 19:17:00,19:17:00,60
2026.02.17 19:18:00,19:18:00,65
2026.02.17 19:19:00,19:19:00,30
2026.02.17 19:20:00,19:20:00,82
2026.02.17 19:21:00,19:21:00,52
2026.02.17 19:22:00,19:22:00,73
2026.02.17 19:23:00,19:23:00,65
2026.02.17 19:24:00,19:24:00,108
2026.02.17 19:25:00,19:25:00,106
2026.02.17 19:26:00,19:26:00,103
2026.02.17 19:27:00,19:27:00,104
2026.02.17 19:28:00,19:28:00,105
2026.02.17 19:29:00,19:29:00,104
2026.02.17 19:30:00,19:30:00,107
2026.02.17 19:31:00,19:31:00,113
2026.02.17 19:32:00,19:32:00,110
2026.02.17 19:33:00,19:33:00,109
2026.02.17 19:34:00,19:34:00,50
2026.02.17 19:35:00,19:35:00,84
2026.02.17 19:36:00,19:36:00,39
2026.02.17 19:37:00,19:37:00,26
2026.02.17 19:39:00,19:39:00,39
2026.02.17 19:40:00,19:40:00,54
2026.02.17 19:41:00,19:41:00,15
2026.02.17 19:43:00,19:43:00,0
2026.02.17 19:44:00,19:44:00,0
2026.02.17 19:45:00,19:45:00,14
2026.02.17 19:46:00,19:46:00,0
2026.02.17 19:47:00,19:47:00,0
2026.02.17 19:48:00,19:48:00,43
2026.02.17 19:49:00,19:49:00,0
2026.02.17 19:50:00,19:50:00,0
2026.02.17 19:51:00,19:51:00,22
2026.02.17 19:52:00,19:52:00,3
2026.02.17 19:53:00,19:53:00,18
2026.02.17 19:54:00,19:54:00,0
2026.02.17 19:55:00,19:55:00,0
2026.02.17 19:56:00,19:56:00,16
2026.02.17 19:57:00,19:57:00,0
2026.02.17 19:58:00,19:58:00,0
2026.02.17 19:59:00,19:59:00,12
2026.02.17 20:00:00,20:00:00,11
2026.02.17 20:01:00,20:01:00,42
2026.02.17 20:02:00,20:02:00,0
2026.02.17 20:03:00,20:03:00,0
2026.02.17 20:04:00,20:04:00,0
2026.02.17 20:05:00,20:05:00,0
2026.02.17 20:06:00,20:06:00,93
2026.02.17 20:07:00,20:07:00,46
2026.02.17 20:08:00,20:08:00,46
2026.02.17 20:09:00,20:09:00,0
2026.02.17 20:10:00,20:10:00,0
2026.02.17 20:11:00,20:11:00,0
2026.02.17 20:12:00,20:12:00,0
2026.02.17 20:13:00,20:13:00,12
2026.02.17 20:14:00,20:14:00,0
2026.02.17 20:15:00,20:15:00,0
2026.02.17 20:16:00,20:16:00,44
2026.02.17 20:17:00,20:17:00,0
2026.02.17 20:18:00,20:18:00,0
2026.02.17 20:19:00,20:19:00,23
2026.02.17 20:20:00,20:20:00,31
2026.02.17 20:21:00,20:21:00,42
2026.02.17 20:22:00,20:22:00,29
2026.02.17 20:23:00,20:23:00,0
2026.02.17 20:24:00,20:24:00,0
2026.02.17 20:25:00,20:25:00,0
2026.02.17 20:26:00,20:26:00,30
2026.02.17 20:27:00,20:27:00,38
2026.02.17 20:28:00,20:28:00,37
2026.02.17 20:29:00,20:29:00,18
2026.02.17 20:30:00,20:30:00,12
2026.02.17 20:31:00,20:31:00,36
2026.02.17 20:32:00,20:32:00,10
2026.02.17 20:33:00,20:33:00,0
2026.02.17 20:34:00,20:34:00,0
2026.02.17 20:35:00,20:35:00,0
2026.02.17 20:36:00,20:36:00,55
2026.02.17 20:37:00,20:37:00,52
2026.02.17 20:38:00,20:38:00,14
2026.02.17 20:39:00,20:39:00,0
2026.02.17 20:40:00,20:40:00,12
2026.02.17 20:41:00,20:41:00,30
2026.02.17 20:42:00,20:42:00,39
2026.02.17 20:43:00,20:43:00,7
2026.02.17 20:44:00,20:44:00,10
2026.02.17 20:45:00,20:45:00,31
2026.02.17 20:46:00,20:46:00,0
2026.02.17 20:47:00,20:47:00,24
2026.02.17 20:48:00,20:48:00,8
2026.02.17 20:49:00,20:49:00,62
2026.02.17 20:50:00,20:50:00,61
2026.02.17 20:51:00,20:51:00,2
2026.02.17 20:52:00,20:52:00,43
2026.02.17 20:53:00,20:53:00,66
2026.02.17 20:54:00,20:54:00,9
2026.02.17 20:55:00,20:55:00,77
2026.02.17 20:56:00,20:56:00,45
2026.02.17 20:57:00,20:57:00,21
2026.02.17 20:58:00,20:58:00,53
2026.02.17 20:59:00,20:59:00,13
2026.02.17 21:00:00,21:00:00,40
2026.02.17 21:01:00,21:01:00,59
