Datum,Zeit,Schritte
2026.02.18 09:47:00,09:47:00,98
2026.02.18 09:48:00,09:48:00,21
2026.02.18 10:27:00,10:27:00,76
2026.02.18 10:28:00,10:28:00,3
2026.02.18 10:29:00,10:29:00,56
2026.02.18 10:30:00,10:30:00,61
2026.02.18 10:31:00,10:31:00,13
2026.02.18 10:37:00,10:37:00,15
2026.02.18 11:17:00,11:17:00,22
2026.02.18 11:18:00,11:18:00,31
2026.02.18 11:19:00,11:19:00,34
2026.02.18 11:20:00,11:20:00,45
2026.02.18 11:21:00,11:21:00,96
2026.02.18 11:22:00,11:22:00,107
2026.02.18 11:23:00,11:23:00,102
2026.02.18 11:24:00,11:24:00,58
2026.02.18 11:26:00,11:26:00,8
2026.02.18 11:27:00,11:27:00,101
2026.02.18 11:28:00,11:28:00,101
2026.02.18 11:29:00,11:29:00,67
2026.02.18 11:30:00,11:30:00,52
2026.02.18 11:31:00,11:31:00,8
2026.02.18 11:33:00,11:33:00,28
2026.02.18 11:34:00,11:34:00,99
2026.02.18 11:35:00,11:35:00,91
2026.02.18 11:36:00,11:36:00,54
2026.02.18 11:37:00,11:37:00,18
2026.02.18 11:38:00,11:38:00,64
2026.02.18 11:39:00,11:39:00,97
2026.02.18 11:40:00,11:40:00,100
2026.02.18 11:41:00,11:41:00,89
2026.02.18 11:42:00,11:42:00,28
2026.02.18 11:43:00,11:43:00,29
2026.02.18 11:51:00,11:51:00,32
2026.02.18 11:53:00,11:53:00,33
2026.02.18 11:54:00,11:54:00,16
2026.02.18 12:08:00,12:08:00,26
2026.02.18 12:09:00,12:09:00,31
2026.02.18 12:10:00,12:10:00,16
2026.02.18 12:11:00,12:11:00,14
2026.02.18 13:10:00,13:10:00,78
2026.02.18 13:11:00,13:11:00,1
2026.02.18 13:12:00,13:12:00,37
2026.02.18 13:13:00,13:13:00,53
2026.02.18 13:14:00,13:14:00,31
2026.02.18 13:32:00,13:32:00,35
2026.02.18 13:35:00,13:35:00,16
2026.02.18 13:39:00,13:39:00,27
2026.02.18 13:52:00,13:52:00,44
2026.02.18 13:53:00,13:53:00,44
2026.02.18 13:54:00,13:54:00,99
2026.02.18 13:55:00,13:55:00,113
2026.02.18 13:56:00,13:56:00,103
2026.02.18 13:57:00,13:57:00,104
2026.02.18 13:58:00,13:58:00,66
2026.02.18 13:59:00,13:59:00,74
2026.02.18 14:00:00,14:00:00,19
2026.02.18 14:06:00,14:06:00,70
2026.02.18 14:07:00,14:07:00,64
2026.02.18 14:08:00,14:08:00,102
2026.02.18 14:09:00,14:09:00,46
2026.02.18 14:16:00,14:16:00,55
2026.02.18 14:17:00,14:17:00,108
2026.02.18 14:18:00,14:18:00,83
2026.02.18 14:19:00,14:19:00,67
2026.02.18 14:20:00,14:20:00,77
2026.02.18 14:21:00,14:21:00,22
2026.02.18 14:28:00,14:28:00,15
2026.02.18 14:29:00,14:29:00,29
2026.02.18 14:46:00,14:46:00,103
2026.02.18 14:47:00,14:47:00,108
2026.02.18 14:48:00,14:48:00,107
2026.02.18 14:49:00,14:49:00,85
2026.02.18 14:50:00,14:50:00,58
2026.02.18 14:51:00,14:51:00,109
2026.02.18 14:52:00,14:52:00,105
2026.02.18 14:53:00,14:53:00,108
2026.02.18 14:54:00,14:54:00,111
2026.02.18 14:55:00,14:55:00,107
2026.02.18 14:56:00,14:56:00,110
2026.02.18 14:57:00,14:57:00,109
2026.02.18 14:58:00,14:58:00,99
2026.02.18 14:59:00,14:59:00,45
2026.02.18 15:00:00,15:00:00,29
2026.02.18 15:05:00,15:05:00,30
2026.02.18 15:06:00,15:06:00,29
2026.02.18 15:07:00,15:07:00,79
2026.02.18 15:08:00,15:08:00,24
2026.02.18 15:09:00,15:09:00,39
2026.02.18 15:10:00,15:10:00,24
2026.02.18 15:11:00,15:11:00,22
2026.02.18 15:12:00,15:12:00,52
2026.02.18 15:13:00,15:13:00,44
2026.02.18 15:14:00,15:14:00,21
2026.02.18 15:15:00,15:15:00,11
2026.02.18 15:17:00,15:17:00,27
2026.02.18 15:35:00,15:35:00,33
2026.02.18 15:49:00,15:49:00,16
2026.02.18 15:59:00,15:59:00,7
2026.02.18 16:00:00,16:00:00,31
2026.02.18 16:11:00,16:11:00,11
2026.02.18 16:18:00,16:18:00,12
2026.02.18 16:19:00,16:19:00,10
2026.02.18 16:34:00,16:34:00,13
2026.02.18 16:35:00,16:35:00,1
2026.02.18 17:40:00,17:40:00,16
2026.02.18 17:43:00,17:43:00,43
2026.02.18 17:44:00,17:44:00,9
2026.02.18 17:45:00,17:45:00,53
2026.02.18 17:46:00,17:46:00,29
2026.02.18 17:50:00,17:50:00,18
2026.02.18 17:52:00,17:52:00,18
2026.02.18 18:26:00,18:26:00,63
2026.02.18 18:27:00,18:27:00,10
2026.02.18 18:28:00,18:28:00,62
2026.02.18 18:29:00,18:29:00,77
2026.02.18 18:30:00,18:30:00,41
2026.02.18 18:41:00,18:41:00,55
2026.02.18 18:58:00,18:58:00,7
2026.02.18 19:31:00,19:31:00,38
2026.02.18 19:33:00,19:33:00,55
2026.02.18 19:34:00,19:34:00,11
2026.02.18 19:42:00,19:42:00,7
2026.02.18 19:43:00,19:43:00,9
2026.02.18 19:48:00,19:48:00,6
2026.02.18 20:06:00,20:06:00,63
2026.02.18 20:07:00,20:07:00,27
2026.02.18 20:08:00,20:08:00,36
2026.02.18 20:09:00,20:09:00,46
2026.02.18 20:33:00,20:33:00,19
2026.02.18 20:34:00,20:34:00,30
2026.02.18 20:36:00,20:36:00,11
2026.02.18 20:41:00,20:41:00,9
2026.02.18 20:42:00,20:42:00,8
2026.02.18 20:43:00,20:43:00,7
2026.02.18 20:46:00,20:46:00,24
2026.02.18 20:58:00,20:58:00,26
2026.02.18 20:59:00,20:59:00,7
2026.02.18 21:54:00,21:54:00,9
2026.02.18 21:57:00,21:57:00,38
2026.02.18 21:58:00,21:58:00,17
2026.02.18 22:02:00,22:02:00,31
2026.02.18 22:05:00,22:05:00,73
2026.02.18 22:06:00,22:06:00,16
2026.02.18 22:22:00,22:22:00,12
