Datum,Zeit,Schritte
2026.02.25 14:09:18,14:09:18,12
2026.02.25 14:09:42,14:09:42,16
2026.02.25 14:10:38,14:10:38,85
2026.02.25 14:12:52,14:12:52,150
2026.02.25 14:16:37,14:16:37,105
2026.02.25 14:40:35,14:40:35,8
2026.02.25 14:40:51,14:40:51,114
2026.02.25 14:42:18,14:42:18,43
2026.02.25 14:43:18,14:43:18,10
2026.02.25 14:46:55,14:46:55,6
2026.02.25 14:47:07,14:47:07,10
2026.02.25 14:47:50,14:47:50,6
2026.02.25 14:52:52,14:52:52,6
2026.02.25 14:53:04,14:53:04,88
2026.02.25 14:55:50,14:55:50,6
2026.02.25 14:56:02,14:56:02,91
2026.02.25 14:57:01,14:57:01,72
2026.02.25 15:06:23,15:06:23,7
2026.02.25 15:06:37,15:06:37,13
2026.02.25 15:08:29,15:08:29,86
2026.02.25 15:13:59,15:13:59,21
2026.02.25 15:15:41,15:15:41,63
2026.02.25 15:22:03,15:22:03,10
2026.02.25 15:40:19,15:40:19,6
2026.02.25 15:40:31,15:40:31,7
2026.02.25 15:43:45,15:43:45,7
2026.02.25 15:43:59,15:43:59,78
2026.02.25 15:46:36,15:46:36,49
2026.02.25 15:55:54,15:55:54,9
2026.02.25 15:56:12,15:56:12,17
2026.02.25 15:56:27,15:56:27,7
2026.02.25 15:57:53,15:57:53,6
2026.02.25 15:58:58,15:58:58,23
2026.02.25 16:00:19,16:00:19,2
2026.02.25 16:00:23,16:00:23,119
2026.02.25 16:04:49,16:04:49,19
2026.02.25 16:09:00,16:09:00,7
2026.02.25 16:09:14,16:09:14,2
2026.02.25 16:18:08,16:18:08,16
2026.02.25 16:18:40,16:18:40,49
2026.02.25 16:23:16,16:23:16,36
2026.02.25 16:26:45,16:26:45,13
2026.02.25 16:28:00,16:28:00,20
2026.02.25 16:29:01,16:29:01,22
2026.02.25 16:35:01,16:35:01,7
2026.02.25 16:35:15,16:35:15,23
2026.02.25 16:36:09,16:36:09,17
2026.02.25 16:49:39,16:49:39,7
2026.02.25 16:49:53,16:49:53,49
2026.02.25 16:52:30,16:52:30,53
2026.02.25 16:55:43,16:55:43,27
2026.02.25 16:57:04,16:57:04,25
2026.02.25 16:58:19,16:58:19,43
2026.02.25 17:00:32,17:00:32,78
2026.02.25 17:01:55,17:01:55,28
2026.02.25 17:08:09,17:08:09,7
2026.02.25 17:08:23,17:08:23,41
2026.02.25 17:32:34,17:32:34,6
2026.02.25 17:32:46,17:32:46,7
2026.02.25 17:41:18,17:41:18,7
2026.02.25 17:41:32,17:41:32,13
2026.02.25 17:41:49,17:41:49,61
2026.02.25 17:44:26,17:44:26,61
2026.02.25 17:52:26,17:52:26,9
2026.02.25 18:09:27,18:09:27,7
2026.02.25 18:09:41,18:09:41,56
2026.02.25 18:15:13,18:15:13,12
2026.02.25 18:47:10,18:47:10,12
2026.02.25 18:47:34,18:47:34,26
2026.02.25 18:48:34,18:48:34,18
2026.02.25 18:51:16,18:51:16,7
2026.02.25 18:51:30,18:51:30,10
2026.02.25 18:51:36,18:51:36,22
2026.02.25 18:54:54,18:54:54,15
2026.02.25 18:56:33,18:56:33,7
2026.02.25 18:56:47,18:56:47,29
2026.02.25 18:57:37,18:57:37,6
2026.02.25 18:58:00,18:58:00,129
2026.02.25 19:02:15,19:02:15,60
2026.02.25 19:14:08,19:14:08,50
2026.02.25 19:39:49,19:39:49,16
2026.02.25 19:40:21,19:40:21,28
2026.02.25 19:42:34,19:42:34,68
2026.02.25 19:46:44,19:46:44,51
2026.02.25 19:48:59,19:48:59,166
2026.02.25 19:54:02,19:54:02,102
2026.02.25 20:32:53,20:32:53,12
2026.02.25 20:33:17,20:33:17,17
2026.02.25 21:02:36,21:02:36,12
2026.02.25 21:03:00,21:03:00,22
2026.02.25 21:03:50,21:03:50,6
2026.02.25 21:04:10,21:04:10,28
2026.02.25 23:31:40,23:31:40,6
2026.02.25 23:31:52,23:31:52,9
2026.02.25 23:32:01,23:32:01,28
2026.02.25 23:41:19,23:41:19,6
2026.02.25 23:41:31,23:41:31,6
