Datum,Zeit,Schritte
2026.02.19 14:57:00,14:57:00,52
2026.02.19 14:58:00,14:58:00,57
2026.02.19 14:59:00,14:59:00,17
2026.02.19 15:00:00,15:00:00,6
2026.02.19 15:01:00,15:01:00,34
2026.02.19 15:02:00,15:02:00,26
2026.02.19 15:04:00,15:04:00,28
2026.02.19 15:38:00,15:38:00,17
2026.02.19 15:41:00,15:41:00,10
2026.02.19 16:17:00,16:17:00,21
2026.02.19 16:18:00,16:18:00,7
2026.02.19 16:26:00,16:26:00,74
2026.02.19 16:27:00,16:27:00,107
2026.02.19 16:28:00,16:28:00,103
2026.02.19 16:29:00,16:29:00,102
2026.02.19 16:30:00,16:30:00,39
2026.02.19 16:31:00,16:31:00,44
2026.02.19 16:32:00,16:32:00,46
2026.02.19 16:33:00,16:33:00,48
2026.02.19 16:34:00,16:34:00,24
2026.02.19 16:35:00,16:35:00,53
2026.02.19 16:36:00,16:36:00,61
2026.02.19 16:37:00,16:37:00,31
2026.02.19 16:38:00,16:38:00,7
2026.02.19 16:39:00,16:39:00,33
2026.02.19 16:40:00,16:40:00,65
2026.02.19 16:41:00,16:41:00,79
2026.02.19 16:42:00,16:42:00,41
2026.02.19 16:43:00,16:43:00,66
2026.02.19 16:44:00,16:44:00,47
2026.02.19 16:45:00,16:45:00,38
2026.02.19 16:46:00,16:46:00,77
2026.02.19 16:47:00,16:47:00,76
2026.02.19 16:48:00,16:48:00,52
2026.02.19 16:49:00,16:49:00,71
2026.02.19 16:50:00,16:50:00,96
2026.02.19 16:51:00,16:51:00,72
2026.02.19 16:52:00,16:52:00,79
2026.02.19 16:53:00,16:53:00,81
2026.02.19 16:54:00,16:54:00,91
2026.02.19 16:55:00,16:55:00,80
2026.02.19 16:56:00,16:56:00,57
2026.02.19 16:57:00,16:57:00,65
2026.02.19 16:58:00,16:58:00,89
2026.02.19 16:59:00,16:59:00,86
2026.02.19 17:00:00,17:00:00,57
2026.02.19 17:01:00,17:01:00,87
2026.02.19 17:02:00,17:02:00,75
2026.02.19 17:03:00,17:03:00,62
2026.02.19 17:04:00,17:04:00,70
2026.02.19 17:05:00,17:05:00,98
2026.02.19 17:06:00,17:06:00,64
2026.02.19 17:07:00,17:07:00,61
2026.02.19 17:08:00,17:08:00,46
2026.02.19 17:09:00,17:09:00,78
2026.02.19 17:10:00,17:10:00,75
2026.02.19 17:11:00,17:11:00,91
2026.02.19 17:12:00,17:12:00,66
2026.02.19 17:13:00,17:13:00,75
2026.02.19 17:14:00,17:14:00,67
2026.02.19 17:15:00,17:15:00,97
2026.02.19 17:16:00,17:16:00,42
2026.02.19 17:17:00,17:17:00,62
2026.02.19 17:18:00,17:18:00,59
2026.02.19 17:19:00,17:19:00,46
2026.02.19 17:20:00,17:20:00,40
2026.02.19 17:21:00,17:21:00,21
2026.02.19 17:22:00,17:22:00,65
2026.02.19 17:23:00,17:23:00,44
2026.02.19 17:25:00,17:25:00,11
2026.02.19 17:26:00,17:26:00,75
2026.02.19 17:28:00,17:28:00,11
2026.02.19 17:40:00,17:40:00,49
2026.02.19 17:41:00,17:41:00,71
2026.02.19 17:42:00,17:42:00,44
2026.02.19 17:43:00,17:43:00,42
2026.02.19 17:44:00,17:44:00,23
2026.02.19 17:46:00,17:46:00,36
2026.02.19 17:47:00,17:47:00,77
2026.02.19 17:48:00,17:48:00,29
2026.02.19 17:49:00,17:49:00,28
2026.02.19 17:50:00,17:50:00,80
2026.02.19 17:51:00,17:51:00,94
2026.02.19 17:52:00,17:52:00,85
2026.02.19 17:53:00,17:53:00,62
2026.02.19 17:54:00,17:54:00,74
2026.02.19 17:55:00,17:55:00,93
2026.02.19 17:56:00,17:56:00,103
2026.02.19 17:57:00,17:57:00,0
2026.02.19 18:01:00,18:01:00,10
2026.02.19 18:04:00,18:04:00,13
2026.02.19 18:11:00,18:11:00,67
2026.02.19 18:12:00,18:12:00,61
2026.02.19 18:13:00,18:13:00,50
2026.02.19 18:25:00,18:25:00,25
2026.02.19 18:26:00,18:26:00,104
2026.02.19 18:27:00,18:27:00,114
2026.02.19 18:28:00,18:28:00,110
2026.02.19 18:29:00,18:29:00,55
2026.02.19 18:31:00,18:31:00,7
2026.02.19 18:32:00,18:32:00,7
2026.02.19 18:38:00,18:38:00,92
2026.02.19 18:39:00,18:39:00,102
2026.02.19 18:40:00,18:40:00,36
2026.02.19 18:41:00,18:41:00,69
2026.02.19 18:42:00,18:42:00,66
2026.02.19 18:44:00,18:44:00,37
2026.02.19 18:45:00,18:45:00,110
2026.02.19 18:46:00,18:46:00,78
2026.02.19 18:47:00,18:47:00,16
2026.02.19 18:48:00,18:48:00,28
2026.02.19 18:49:00,18:49:00,66
2026.02.19 18:50:00,18:50:00,25
2026.02.19 18:51:00,18:51:00,52
2026.02.19 18:52:00,18:52:00,64
2026.02.19 18:53:00,18:53:00,13
2026.02.19 18:54:00,18:54:00,13
2026.02.19 18:59:00,18:59:00,41
2026.02.19 19:05:00,19:05:00,14
2026.02.19 19:06:00,19:06:00,16
2026.02.19 19:08:00,19:08:00,28
2026.02.19 19:34:00,19:34:00,12
2026.02.19 20:15:00,20:15:00,26
2026.02.19 20:16:00,20:16:00,2
2026.02.19 20:17:00,20:17:00,28
2026.02.19 20:18:00,20:18:00,39
2026.02.19 20:19:00,20:19:00,37
2026.02.19 20:20:00,20:20:00,25
2026.02.19 20:21:00,20:21:00,12
2026.02.19 20:33:00,20:33:00,21
2026.02.19 20:40:00,20:40:00,17
2026.02.19 20:41:00,20:41:00,23
2026.02.19 20:50:00,20:50:00,14
2026.02.19 20:51:00,20:51:00,57
2026.02.19 20:52:00,20:52:00,36
2026.02.19 20:53:00,20:53:00,46
2026.02.19 20:54:00,20:54:00,48
2026.02.19 20:55:00,20:55:00,24
2026.02.19 20:57:00,20:57:00,46
2026.02.19 20:58:00,20:58:00,21
2026.02.19 21:01:00,21:01:00,42
2026.02.19 21:29:00,21:29:00,13
2026.02.19 21:50:00,21:50:00,16
2026.02.19 21:51:00,21:51:00,13
2026.02.19 21:52:00,21:52:00,7
2026.02.19 22:39:00,22:39:00,10
2026.02.19 23:07:00,23:07:00,12
2026.02.19 23:08:00,23:08:00,12
2026.02.19 23:09:00,23:09:00,22
2026.02.19 23:10:00,23:10:00,13
2026.02.19 23:11:00,23:11:00,28
2026.02.19 23:13:00,23:13:00,24
2026.02.19 23:14:00,23:14:00,15
2026.02.19 23:15:00,23:15:00,22
2026.02.19 23:16:00,23:16:00,16
2026.02.19 23:17:00,23:17:00,24
2026.02.19 23:26:00,23:26:00,10
2026.02.19 23:27:00,23:27:00,25
2026.02.19 23:28:00,23:28:00,61
2026.02.19 23:29:00,23:29:00,40
2026.02.19 23:30:00,23:30:00,33
2026.02.19 23:31:00,23:31:00,19
2026.02.19 23:32:00,23:32:00,23
2026.02.19 23:33:00,23:33:00,32
2026.02.19 23:36:00,23:36:00,10
2026.02.19 23:37:00,23:37:00,10
2026.02.19 23:38:00,23:38:00,30
2026.02.19 23:39:00,23:39:00,41
2026.02.19 23:40:00,23:40:00,15
2026.02.19 23:51:00,23:51:00,6
2026.02.19 23:52:00,23:52:00,33
2026.02.19 23:53:00,23:53:00,2
